id,username,created_at,lng,lat,text
1517009452637069312,fiftysixlong,Thu Apr 21 05:16:52 +0000 2022,-83.804475,27.698681999999998,@ChuckCallesto They bring you back then they cut you. You then sue them and call them racist. The owners are not stupid.
1517009453433950208,Donjohn999,Thu Apr 21 05:16:53 +0000 2022,-83.60180249999999,42.245713,Hero on and off-court!
1517009455472328704,AriGoldberg19,Thu Apr 21 05:16:53 +0000 2022,-87.84223700000001,42.1640655,Alex is THAT guy https://t.co/uehc5lwl3V
1517009458462806016,PaulaProgressiv,Thu Apr 21 05:16:54 +0000 2022,-111.6351495,35.18275,And they killed so many more people.
1517009458991411205,doyle_dearman,Thu Apr 21 05:16:54 +0000 2022,-79.9880065,40.4844,@Lalalandv22 @marcorubio Well done 👍!
1517009459549474816,DjSowezzie,Thu Apr 21 05:16:54 +0000 2022,-95.44648649999999,29.838495,I’ll never dim nobody light
1517009459503108096,emob_,Thu Apr 21 05:16:54 +0000 2022,-100.0768885,31.1688935,@loucabrera77 @MRomero510 Lol in my defense… I suck. 😂
1517009461080207360,TommyBong18,Thu Apr 21 05:16:54 +0000 2022,-96.7617535,32.819858499999995,I’ll never forget this 4/20 bc I got so high in the jacuzzi this morning that I fell asleep and it ruined my entire… https://t.co/pLAPr6CCCp
1517009463370080256,PussycowLA,Thu Apr 21 05:16:55 +0000 2022,-118.4119065,34.0207895,Alright…starting the Ultimatum.
1517009464142012422,DaRemnant4HM,Thu Apr 21 05:16:55 +0000 2022,-73.9487755,40.655138,@AntonyRugui Amen
1517009464968331264,sIimecicles,Thu Apr 21 05:16:55 +0000 2022,-76.126956,36.842788,guys i’m hungry. let’s go get some food. let’s go get some bennys
1517009466297884672,shaymiarenee,Thu Apr 21 05:16:56 +0000 2022,-83.1738665,32.6782075,The one thing I hated working at Amazon was the old ass men harassing the younger girls that worked there (myself i… https://t.co/lJSghsS1ym
1517009468529299456,charliesranch,Thu Apr 21 05:16:56 +0000 2022,-96.71254635,40.81789693,Had a great night seeing @snoopdogg @pinnaclebankarena #snoopdogg #concert #nightout @ Pinnacle Bank Arena https://t.co/nCBa6cQR0K
1517009470538149888,SavageSznMedia0,Thu Apr 21 05:16:57 +0000 2022,-118.4119065,34.0207895,We liveee!! Come to talk suns w me and tell me we gon alright. Suns in 5?🥺https://t.co/62t4uAMWMn https://t.co/Ih8vytLBvk
1517009472517988352,___erica0317,Thu Apr 21 05:16:57 +0000 2022,-75.04564099999999,39.3862405,I’m bipolar af I admit it
1517009474782957569,One24th,Thu Apr 21 05:16:58 +0000 2022,-82.44269399999999,27.9965945,— Don’t bother me; says Pepper the African penguin 😒📸
1517009475428777984,blujay90,Thu Apr 21 05:16:58 +0000 2022,-119.7824645,36.786041999999995,EvrY TIME I WANT TO PLAY FORTNITE ITS ALWAYS SUMMM
1517009475508482048,pluralmusic,Thu Apr 21 05:16:58 +0000 2022,-122.2286855,37.791994,Pure Royalty 👸🏼 @bekapekhttps://t.co/CUhZsyePaa
1517009476305498112,exxclusivedaj,Thu Apr 21 05:16:58 +0000 2022,-86.1429225,39.7795625,@Bankroll2sloppy 🤣🤣 it was on my TL bye sloppy
1517009477635035137,_tavier,Thu Apr 21 05:16:58 +0000 2022,-83.1738665,32.6782075,"meet all kinds of people, we all born tired"
1517009482773061633,asaniquebrenea,Thu Apr 21 05:17:00 +0000 2022,-85.864575,38.0865875,"Hand on my chest , hand on my asssss ☺️"
1517009482949177345,ArmanditoV,Thu Apr 21 05:17:00 +0000 2022,-121.469664,38.561722,@FreshprinceDL Speaking of Book.. but the most probable finals teams are now missing key players
1517009485629464576,ZackMayeux204,Thu Apr 21 05:17:00 +0000 2022,-92.0611765,30.206079000000003,Home court for the rest of the series just feels good #WBD @PelicansNBA @pelicanfan3 @5Whammy
1517009488758280193,TrapDennis,Thu Apr 21 05:17:01 +0000 2022,-118.4119065,34.0207895,Horse was buggin 😂 https://t.co/oWksmQiOun
1517009489940996096,louieestradajr,Thu Apr 21 05:17:01 +0000 2022,-118.130426,33.9376735,Wants to change his name to Yacindo Mirecho .....okay
1517009498321215488,jesssyv,Thu Apr 21 05:17:03 +0000 2022,-112.12467649999999,33.5528625,@Mariissolllll You want something?
1517009499097337856,rileybeirss_,Thu Apr 21 05:17:03 +0000 2022,-92.4001915,31.343874,@definitelynotlo @heyhunner I said everything not one thing 😂
1517009498744844288,EvaSalyer,Thu Apr 21 05:17:03 +0000 2022,-119.9873565,38.893409000000005,Up late... getting this massive 6ft painting ready to be shipped across the country. It is so exciting! Good night… https://t.co/U3tpzJOi0G
1517009501223854085,HerniquaWare26,Thu Apr 21 05:17:04 +0000 2022,-95.44648649999999,29.838495,The challenge I’m talking about it
1517009501487984640,CDouchekowski,Thu Apr 21 05:17:04 +0000 2022,-104.92209349999999,39.713563,Also Terp Wipes wipe the end of that bowl or bong keep that thang sterile. Please tell me you know it's important t… https://t.co/kNf3jEbB1G
1517009502368763904,PussycowLA,Thu Apr 21 05:17:04 +0000 2022,-118.4119065,34.0207895,@boothis86d is thrilled
1517009502234677248,TessaGoryance,Thu Apr 21 05:17:04 +0000 2022,-97.8467395,30.568679000000003,Happy Birthday @Kenyatamondatta #gravygang https://t.co/3A7Y6Cu3oa
1517009503216185344,mocha_mamiiii,Thu Apr 21 05:17:04 +0000 2022,-83.1738665,32.6782075,@figgy3_o not the Almera tho 🥹😩😭🤣🤣
1517009505837584384,DestiniSpaeth,Thu Apr 21 05:17:05 +0000 2022,-96.8300925,46.8648825,Misogyny but as a ~JoKe~
